"slug";"nome";"categoria";"tem_variacoes";"qtd_variacoes";"descricao";"imagem"
"mop-spray-com-reservatorio-flash-limp";"Mop Spray com reservatório Flash Limp";"papeis-e-panos";"não";"0";"O Mop Spay da Flashlimp é indicado para limpeza rapida do dia dia. Ele substitui a vassoura, o pano, o balde e a pazinha. O Mop pode ser guardado montado e com reservatório abastecido com a solução de sua preferencia. Com isso, ele estará disponível para ser usado de maneira rápida e pratica sempre que necessário.";"https://static.wixstatic.com/media/8469f3_246ea92ad6cc46c09e7b0328b105a009~mv2.jpg"
"mexedor-cafe-grande-500-unidades";"Mexedor para café grande 11cm 500 unidades";"descartaveis";"não";"0";"Produzido com material convencional cristal transparente, descartável, ideal para ser utilizado como mexedor de bebidas com café, chás, chocolates e similares quentes ou frios. 11cm";"https://static.wixstatic.com/media/8469f3_d01fcc23e75c4e2bb5375f420e94db63~mv2.png"
"mexedor-de-cafe-8-5-cm-500-unidades";"Mexedor de Café 8,5 cm 500 Unidades";"descartaveis";"não";"0";"Mexedor descartável para café tipo colher, com design moderno e elegante. Ideal para misturar o cafezinho.";"https://static.wixstatic.com/media/8469f3_fd792654dae34b02ae5a88dcbfeb52da~mv2.jpg"
"mascara-cirurgica-tripla-bompack-50-unidades";"Máscara Cirúrgica Tripla BomPack 50 Unidades";"diversos";"não";"0";"A Máscara Cirúrgica Tripla Nobre é indicada para proteção de profissionais e de pacientes durante o tratamento e procedimentos cirúrgicos e não cirúrgicos. Contém filtro para retenção bacteriológica, proporcionando segurança e conforto ao usuário. Tamanho único. Cor Branca. Contém 50 unidades.";"https://static.wixstatic.com/media/8469f3_3453354fc40c4a849efa70ffce067be1~mv2.png"
"luva-bompack-verniz-azul-5-pares";"Luva Bompack Verniz Azul 5 Pares";"descartaveis";"sim";"3";"Por não dispor de costuras, a Luva de Látex para limpeza é completamente impermeável, garantindo eficiente proteção as mãos do contato com produtos químicos – incluindo alguns abrasivos – e respingos. Confeccionada em látex, ela possui elevada aderência e palma antiderrapante que propicia mais segurança para tarefas que envolvem objetos lisos e frágeis";"https://static.wixstatic.com/media/8469f3_53e5090005df41baaaec436393ee745f~mv2.jpg"
"luva-plastica-descartavel-100-unidades";"Luva Plástica Descartável Com 100 Unidades";"descartaveis";"não";"0";"Sua modelagem ambidestra garante ao produto maior versatilidade, e após um único uso, o descarte do produto deverá ser imediato. É um produto idealizado especialmente para você que merece maior cuidado para você que expõe sua mão à umidade com líquidos, principalmente detergente, água e sabão. É recomendada para operações de manipulação de alimentos em geral, seja seco ou molhado, limpeza doméstica, tinturas capitares entre outros.";"https://static.wixstatic.com/media/8469f3_f9cd9aa182c5418e89cac65713acce18~mv2.jpg"
"luva-nitrilica-bompack-preta-sem-po-100-unidades";"Luva Nitrílica BomPack Preta Sem Pó 100 Unidades";"descartaveis";"sim";"3";"Luva para procedimentos não cirúrgicos, confeccionada em borracha sintética (nitrilo), palma lisa e ponta dos dedos texturizada, ambidestra, não estéril, sem pó. Pacote contém 100 unidades";"https://static.wixstatic.com/media/8469f3_3160113aec364787afca95e926114892~mv2.jpg"
"luva-latex-ranhurada-antiderrapante-bompack";"Luva Latex Ranhurada Antiderrapante Bompack";"descartaveis";"sim";"3";"A Luva Latex Cano Longo 37cm é indicado para trabalhos de conservação e limpeza, atividades agrícolas, manuseio com produto químico, indústria alimentícia dentre outras de uso industrial ou doméstico. Possui espessura em látex natural sem forro e conta com punho longo com detalhe sanfonado e virola, com encaixe perfeito no antebraço. É aprovada para proteção das mãos do usuário contra agentes abrasivos, escoriantes, cortantes e perfurantes.";"https://static.wixstatic.com/media/8469f3_985f7e00900c40fbaa1b4bafc2206556~mv2.jpg"
"luva-latex-bompack-1000-unidades";"Luva Látex Bompack 1000 Unidades";"descartaveis";"sim";"3";"As luvas descartáveis da Nobre são seguras para muitas aplicações: saúde, indústria, manuseio de alimentos, limpeza e muito mais. Elas protegem suas mãos e permitem que você trabalhe com segurança. Além disso, previnem doenças e protegem você do contato direto com todos os materiais nocivos. Luvas de látex descartáveis As luvas de látex são confortáveis de usar, higiênicas e oferecem um alto grau de flexibilidade e destreza.";"https://static.wixstatic.com/media/8469f3_d084c5e6155940acb9a91dfedfd88bac~mv2.png"
"lustra-moveis-nobre-200ml";"Lustra Móveis Nobre 200ml";"produtos-de-limpeza";"não";"0";"O Lustra Móveis Nobre limpa e dá brilho sem engordurar os seus móveis deixando um agradável perfume de longa duração. Sua fórmula com extra proteção forma uma camada que ajuda a proteger os seus móveis contra as indesejáveis manchas e ainda diminui a aderência da poeira.
Volume: 200ml
Fragrância: Lavanda";"https://static.wixstatic.com/media/8469f3_e7f40bb8f88044e58a686c1aae6697f9~mv2.png"
"limpa-vidros-up-pro-500ml";"Limpa Vidros Up Pro 500ml";"cozinha";"não";"0";"Up Glass é um detergente pronto para uso com alto poder desengordurante. Contém uma combinação detergente-solvente que promove uma total transparência, gerando o aspecto de superfície nova aos vidros e espelhos. Vidros e espelhos limpos e brilhantes para você!";"https://static.wixstatic.com/media/8469f3_34e2ff9bacad4a8c9f399d2146274fa7~mv2.png"
"limpa-vidros-up-pro-5l";"Limpa Vidros Up Pro 5L";"cozinha";"não";"0";"Up Glass é um detergente pronto para uso com alto poder desengordurante. Contém uma combinação detergente-solvente que promove uma total transparência, gerando o aspecto de superfície nova aos vidros e espelhos. Vidros e espelhos limpos e brilhantes para você!";"https://static.wixstatic.com/media/8469f3_800efb5c038740cbb94be0b9f1e1ce1e~mv2.png"
"limpa-aluminio-quimak-5l";"Limpa Alumínio Quimak 5L";"cozinha";"não";"0";"Produto indicado para limpar e renovar o brilho em utensílios de alumínio. Limpa e renova o brilho em uma única operação. Remove incrustações em panelas, assadeiras, bandejas, etc.";"https://static.wixstatic.com/media/8469f3_14b8cf8432df4db792d1da17f42e1336~mv2.jpg"
"lava-roupas-besser-5l";"Lava Roupas Besser 5L";"aromatizadores";"não";"0";"Com o Sabão Líquido Concentrado, as suas roupas ficam definitivamente limpas, perfumadas e sem manchas. Esse produto é concentrado, portanto tem alta rentabilidade";"https://static.wixstatic.com/media/8469f3_cfc03eb397d5449aa7e99aa42b4c75c3~mv2.png"
"guardanapo-sache-caixa-com-1000-unidades";"Guardanapo Sachê Caixa Com 1000 Unidades";"papeis-e-panos";"não";"0";"Guardanapos de Papel Brancos de Folhas Simples para Lanchonetes, Bares, Restaurantes e Muito Mais!
Guardanapos brancos com folha simples. Macios e absorventes, ótimos para utilização em lanchonetes, bares, cafeterias e fast food. Conservar em local seco.";"https://static.wixstatic.com/media/8469f3_f8d54ea76eff45b9b44f882b4e937a75~mv2.jpg"
"guardanapo-coty-29-5-x-29-5cm-50-unidades";"Guardanapo Coty 29,5 x 29,5cm 50 Unidades";"papeis-e-panos";"não";"0";"Guardanapos de Papel Brancos de Folhas Simples para Lanchonetes, Bares, Restaurantes e Muito Mais!
Guardanapos brancos com folha simples. Macios e absorventes, ótimos para utilização em lanchonetes, bares, cafeterias e fast food. Conservar em local seco.";"https://static.wixstatic.com/media/8469f3_f9b0912e7b024da28c22e6113369d2f1~mv2.jpg"
"guardanapo-coty-19-5-x-19-5-cm-50-unidades";"Guardanapo Coty 19,5 X 19,5 Cm 50 Unidades";"papeis-e-panos";"não";"0";"Guardanapos de Papel Brancos de Folhas Simples para Lanchonetes, Bares, Restaurantes e Muito Mais!
Guardanapos brancos com folha simples. Macios e absorventes, ótimos para utilização em lanchonetes, bares, cafeterias e fast food. Conservar em local seco.";"https://static.wixstatic.com/media/8469f3_06c6b329d1a64b6e857a3d323efc4032~mv2.jpg"
"gel-adesivo-sanitario-sany-mix-com-aplicador";"Gel Adesivo Sanitário Sany Mix Com Aplicador";"aromatizadores";"sim";"3";"Gel Adesivo Sany Citrus Marine E Lavanda -
Fácil. Prático. Conveniente.
Essas características fazem do Gel Adesivo da Sany Mix o seu melhor aliado na limpeza do banheiro. Seu aplicador evita que você precise tocar no produto e na parte interna do vaso sanitário.
Tudo isso de forma simples: é só colar a pastilha na parede do vaso e pronto Disponível nas fragrâncias Lavanda, Marine e Citrus, o gel é dissolvido a cada descarga e libera um agradável aroma, sem deixar nenhum resíduo.";"https://static.wixstatic.com/media/8469f3_ae6d80cb97bf43d9a9827d7871a548a8~mv2.png"
"garra-haste-para-mop-umido";"Garra / Haste Para Mop Úmido Multiuso";"equipamentos";"não";"0";"A Haste ou Garra Plástica é um acessório para fixar o refil de tecido (Mop) que será utilizado para limpeza de pisos. Para Utilização de Mop Úmido de Algodão ou Microfibra, ideal para uso comercial, hospitalar ou residências. Pode ser usado em qualquer tipo de piso que possa ser umedecido.";"https://static.wixstatic.com/media/8469f3_e37696dc77024befb66ffce94f4e6ca9~mv2.png"
"flanela-de-algodao-laranja";"Flanela De Algodão Laranja";"papeis-e-panos";"não";"0";"Panos Flanelados para limpeza com a nova tecnologia que possui a capacidade de absorver três vezes mais que as flanelas comuns. Além de não riscar, não solta pelos e é indicado para limpeza rápida e eficaz.
Ótima para ser utilizada em vidros, espelhos e partes internas de veículos, como pintura, faróis, cromados e etc.";"https://static.wixstatic.com/media/8469f3_2a475e4bf31a49e387a9ddbbfbc210c9~mv2.png"
"flanela-de-algodao-branca";"Flanela De Algodão Branca";"papeis-e-panos";"não";"0";"Panos Flanelados para limpeza com a nova tecnologia que possui a capacidade de absorver três vezes mais que as flanelas comuns. Além de não riscar, não solta pelos e é indicado para limpeza rápida e eficaz.";"https://static.wixstatic.com/media/8469f3_80a4aed592a94bd2a3d243e416af55f1~mv2.png"
"fibraco-para-limpeza-pesada";"Fibraço Para Limpeza Pesada";"equipamentos";"não";"0";"Indicado para: Limpeza pesada e ultrapesada.
Aplicar em: Chapas, grelhas, superfícies, pisos e utensílios.
Versatilidade: Substitui com vantagens a lã e a palha de aço e pode ser usado até em superfícies quentes, o que aumenta seu poder de limpeza.";"https://static.wixstatic.com/media/8469f3_6ef529ffc542489fb1c8f0404bc4c421~mv2.jpg"
"fibraco-branco-leve";"Fibraço Branco Leve";"equipamentos";"não";"0";"Indicado para superfícies delicadas que exigem cuidado na sua limpeza. Por nao possuir abrasivo, ela não risca.
Produto Sem Abrasivo,
Evita A Formação De Biofilmes Que Tendem A Formar-Se Em Superfícies Irregulares Evitando A Ocorrências De Contaminação De Alimentos";"https://static.wixstatic.com/media/8469f3_46d146c5d8e34f3b865933df9474514e~mv2.jpg"
"fibraco-10cm";"Fibraço 10cm";"equipamentos";"não";"0";"Indicado para remoção da sujeira em chapas e grelhas, superfícies, pisos e utensílios, substituindo a lã e a palha de aço. É resistente quando utilizado sobre superfícies ainda quentes, o que aumenta seu poder de limpeza.";"https://static.wixstatic.com/media/8469f3_74a8fd31720e418ea538da4163df40f4~mv2.jpg"
"aromatizador-eletrico";"Aromatizador Elétrico";"aromatizadores";"sim";"2";"O Aromatizador Elétrico Original é um aparelho feito de porcelana e plastico resistente, desenvolvido e fabricado pela Via Aroma.
Ele viabiliza o uso de essências e óleos essenciais com praticidade, economia e segurança.";"https://static.wixstatic.com/media/8469f3_1f386eb3910a42df9a1d494fe36e82b6~mv2.jpg"
"esponja-passa-cera-com-cabo";"Esponja Passa Cera Com Cabo";"equipamentos";"não";"0";"Essa espuma é perfeita para dar brilho em sua cerâmica, deixando o chão muito mais bonito e brilhoso, além disso pode usar com tranquilidade pois não irá riscar ou danificar o piso.
Pode ser usada em cabos de vassoura ou rodo";"https://static.wixstatic.com/media/8469f3_b95311ade2174b14a7c7c477b15005e9~mv2.jpg"
"esponja-limpa-azulejo-com-cabo";"Esponja Limpa Azulejo Com Cabo";"produtos-de-limpeza";"não";"0";"Esponja colada à base de plástico com cabo de madeira de 1,2m. Ideal para esfregar o chão ou superfícies sem precisar se agaixar ou colocar as mãos direto na esponja. Não possui refil de troca, a esponja é grudada...";"https://static.wixstatic.com/media/8469f3_c7d94ef6c2d045f091e3c6b94710f7cd~mv2.jpg"
"esponja-dupla-face";"Esponja Dupla Face";"cozinha";"não";"0";"Esponja multiuso dupla face: verde e amarela. Com íons de prata, para lavar qualquer superfície. A face amarela é para limpeza delicada, para não arranhar. A face verde é para esfregação. Indicado usar com sabões e detergentes, evitar usar com produtos à base de álcool. Preço de uma unidade - medidas: 11x7,5x2cm.";"https://static.wixstatic.com/media/8469f3_92303924dc3341a5acc384dc6d62f466~mv2.jpg"
"espanador-de-po-30cm";"Espanador De Pó 30cm";"diversos";"não";"0";"Os espanadores são indicados para limpeza geral, podendo ser utilizados desde na simples limpeza de móveis, carros, computadores, até locais de difícil acesso como prateleiras de lojas, vitrines, limpeza de cristais, lustres, etc.";"https://static.wixstatic.com/media/8469f3_0cce3b77a23f4b5a811e86ca2e7704c2~mv2.png"
"escova-sanitaria-com-suporte";"Escova Sanitária Com Suporte";"banheiro";"não";"0";"Escova sanitária com cerdas de nylon, corpo de plástico. Acompanha suporte tipo ""potinho"" para apoio, em plástico.";"https://static.wixstatic.com/media/8469f3_65b00cbadceb444da3a7dbb7567ae31d~mv2.jpg"
"escova-oval";"Escova Oval";"equipamentos";"não";"0";"A Escova oval é um equipamento fundamental na lavanderia de toda casa, sendo perfeita para lavar e esfregar superfícies rústicas e semirrústicas como roupas, azulejos, pneus e todo o tipo de superfície.";"https://static.wixstatic.com/media/8469f3_ff4cd0721ae343af9738e8bd37a018d7~mv2.jpg"
"escova-multiuso-cabo-longo";"Escova Multiuso Cabo Longo";"equipamentos";"não";"0";"Escava Azul Bettanin SuperPro Cabo Longo com 48cm
Escova com cabo longo e firme e cerdas duras e firmes para uso profissional e residencial em limpeza pesada.
Pode ser utilizada em pisos, paredes, madeiras, roupas grossas entre outros.";"https://static.wixstatic.com/media/8469f3_02fd3407b2884ee980e8a054ea0fef57~mv2.png"
"detergente-neutro-besser-5l";"Detergente Neutro Besser 5L";"cozinha";"não";"0";"Detergente neutro galão de 5 litros. Para limpeza em geral e de louças. Por seu neutro, pode ser usado em diversas louças ou superfícies, sem danificar. Ação que limpa e desengordura. Produto de alto rendimento.";"https://static.wixstatic.com/media/8469f3_7b0bf801abbe4386b9fc68dd230cb0af~mv2.png"
"detergente-clorado-besser-5l";"Detergente Clorado Besser 5L";"banheiro";"não";"0";"O Cloro Gel é poderoso para desinfecção do ambiente. Ele ajuda na prevenção do mofo, podendo ser usado por exemplo: em cozinhas, restaurantes, frigoríficos, indústrias de alimentação e afins. Ideal também para limpeza de sanitários e canis, pois, é um poderoso agente contra germes e bactérias.";"https://static.wixstatic.com/media/8469f3_e015970e83134932b9745c37f4252f31~mv2.png"
"detergente-ype-500ml";"Detergente Ypê 500ml";"cozinha";"não";"0";"Detergente neutro 500ml Ypê. Para limpeza geral e de louças. Por seu neutro, pode ser usado em diversas louças ou superfícies, sem danificar.";"https://static.wixstatic.com/media/8469f3_fd83710d5acb4de2ba3870316c2afca3~mv2.png"
"desinfetante-besser-5l-lavanda";"Desinfetante Besser 5L Lavanda";"aromatizadores";"não";"0";"Para limpeza, desinfecção e aromatização. Desinfetante perfumado, pode ser usado puro ou diluir em água até 1:10, ou seja, misturar 1 litro ou uma parte do produto com até mais 10 litros ou 10 partes de água iguais";"https://static.wixstatic.com/media/8469f3_f387500d46af40c0a2cdc5c14ebfff81~mv2.png"
"desinfetante-concentrado-quimak-5l";"Desinfetante Concentrado Quimak 5L";"aromatizadores";"sim";"3";"Desinfetante multiuso para uso geral, indicado para todos os tipos de piso, banheiros, e qualquer ambiente que necessite limpeza e aromatização. Super concentrado
Não indicado usar puro, pois sua concentração pode manchar as superfícies, já que a consistência pura possui grande volume de corante e matérias primas. Como exemplo, pode-se misturar um copinho plástico de cafézinho (50ml) em uma bombona com 5 litros de água";"https://static.wixstatic.com/media/8469f3_4a3703f0205a476db3f65d6422a928d6~mv2.jpg"
"desinfetante-besser-5l-brisa-do-mar";"Desinfetante Besser 5L Brisa Do Mar";"aromatizadores";"sim";"1";"Para limpeza, desinfecção e aromatização. Desinfetante perfumado, pode ser usado puro ou diluir em água até 1:10, ou seja, misturar 1 litro ou uma parte do produto com até mais 10 litros ou 10 partes de água iguais.";"https://static.wixstatic.com/media/8469f3_f05d8e3ea10c4a80a854e1a335fbdf45~mv2.jpg"
"desincrustante-e-desengraxante-quimak-5l";"Desincrustante e Desengraxante Quimak 5L";"produtos-de-limpeza";"não";"0";"Desengraxante para limpeza pesada em geral. Produto concentrado 1:400, ou seja, pode ser diluído 1 litro ou uma parte do produto com mais 400 litros ou 400 partes de água iguais. O produto pode ser utilizado puro, porém quanto maior a concentração de produto, mais ele vai clarear e limpar a superície que tiver contato, por isso é necessário espalhar ele homogeneamente sobre a superfície a ser limpa, para que fique todo o perímetro igualmente desengraxado. Indicado para pisos, paredes, peças de mecânica e qualquer superfície ou instrumento com alto grau de gordura, graxa, óleo, etc. Não contém ácidos. Gera espuma.";"https://static.wixstatic.com/media/8469f3_9e9276a2a6b542b39a817fa71cc69f0d~mv2.jpg"
"desengraxante-concentrado-5l";"Desengraxante Concentrado 5L";"produtos-de-limpeza";"não";"0";"Desengraxante para limpeza pesada em geral. Produto concentrado 1:400, ou seja, pode ser diluído 1 litro ou uma parte do produto com mais 400 litros ou 400 partes de água iguais.";"https://static.wixstatic.com/media/8469f3_0b2627cf38f64e80b31d11f01989e975~mv2.png"
"copo-descartavel-180ml-agua-100-unidades";"Copo Descartável 180ml Água 100 Unidades";"descartaveis";"não";"0";"Copo descartável de água 180ml com 100 undiades (transparente). Uma caixa fechada contém 25 tiras de 100 unidades, ou seja, 2.500 copos. Para comprar uma caixa fechada, compre 25 unidades desta oferta.";"https://static.wixstatic.com/media/8469f3_2182dbf4f5a94631b3b440e96d041247~mv2.jpg"
"copos-80ml-cha-100-unidades";"Copos 80ml Chá 100 Unidades";"descartaveis";"não";"0";"Copo descartável de 80ml cada (maior do que de cafézinho de 50ml), fabricado em PS (poliestireno), branco, pacote/tira com 100 unidades. Uma caixa fechada contém 25 tiras de 100 unidades, ou seja, 2.500 copos. Para comprar uma caixa fechada, compre 25 unidades desta oferta.";"https://static.wixstatic.com/media/8469f3_1ac02edfec5349c78a8aa4cc314de5ff~mv2.jpg"
"copos-50ml-cafe-100-unidades";"Copos 50ml Café 100 Unidades";"descartaveis";"não";"0";"Copo descartável de 50ml cada, fabricado em PS (poliestireno), branco, pacote/tira com 100 unidades";"https://static.wixstatic.com/media/8469f3_2ed34eae876d48e7be31c462e6e60796~mv2.jpg"
"refil-de-mop-po-40cm";"Refil De Mop Pó 40cm";"equipamentos";"sim";"3";"Refil individual em acrílico de largura 40 cm. Para mop modelo Profi.";"https://static.wixstatic.com/media/8469f3_2ade7d35c5054d2bb032e7a4cf08b367~mv2.png"
"balde-mop-360";"Balde Mop 360º";"equipamentos";"não";"0";"Balde plástico de 12 litros com centrífuga que gira 360º + cabo 1,1m com armação + 1 refil. O balde não possui pedal. O cabo inclina 180º, faiciltando a limpeza em baixo de móveis. Indicado utilizar o balde com aprox. 7 litros de água ou solução; utilizar com produtos líquidos. Refil de microfibra substituível, pode ser usado seco ou molhado.";"https://static.wixstatic.com/media/8469f3_de1754bad8f2433abe781184d5cf840d~mv2.png"
"amaciante-5l";"Amaciante 5L";"aromatizadores";"sim";"1";"Amaciante concentrado Tix de 5 litros. Amacia e perfuma todos os tipos de tecido. Proporciona um toque macio e sedoso, deixando as roupas macias e perfumadas, comfragrância suradoura e agradável.";"https://static.wixstatic.com/media/8469f3_4787b9150c7c40a6a7ffbe0426af488c~mv2.png"
"alvejante-sem-cloro-5l";"Alvejante Sem Cloro 5L";"produtos-de-limpeza";"sim";"1";"O Alvejante sem cloro é muito usado para clarear tecidos e roupas na lavagem. Pode ser aplicado direto na mancha. Não deixar secar no tecido. Indicado para roupas brancas e coloridas. Também pode ser usado na limpeza, pois sua ação clareadora limpa profundamente pisos, paredes e qualquer superfície lavável. Contém suave perfume. Embalagem com 5 litros.";"https://static.wixstatic.com/media/8469f3_495dd13a37464f45857e578f6ca6d447~mv2.png"
"alcool-para-rechaud";"Álcool Para Rechaud";"produtos-de-limpeza";"não";"0";"Excelente para acender churrasqueiras, lareiras e fogueiras. Não explosivo.";"https://static.wixstatic.com/media/8469f3_6cd812743350452384ae3ccaa8467c0c~mv2.jpg"
"alcool-liquido-1l-e-5l-70";"Álcool Líquido 1L e 5L 70%";"produtos-de-limpeza";"sim";"2";"Álcool líquido 70% de 1 litro para uso geral. Conhecido como álcool hospitalar, indicado para limpeza e desinfecção.";"https://static.wixstatic.com/media/8469f3_9d16589dd95c49b3bb813732e70dcb3e~mv2.jpg"
"alcool-gel-pump-500ml";"Álcool Gel Pump 500ml";"produtos-de-limpeza";"não";"0";"Suporte plástico 500ml com válvula pump + produto dentro. O Gel Antisséptico é indicado para a proteção e o cuidado das mãos de maneira fácil e rápida. Produto para uso em estabelecimentos de assistência à saúde.";"https://static.wixstatic.com/media/8469f3_92399f79db744fd5a95713b62d683eb7~mv2.jpg"
"alcool-gel-5l-70";"Álcool Gel 5L 70%";"produtos-de-limpeza";"não";"0";"Álcool líquido 70% galão de 5 litros. Ideal para limpeza e desinfecção de qualquer superfície. Produto inflamável.";"https://static.wixstatic.com/media/8469f3_4553de9557b24fe184b6fda0ed36f435~mv2.jpg"
"agua-sanitaria-besser-5l";"Água Sanitária Besser 5L";"banheiro";"não";"0";"Indicado para limpeza e desinfecção de sanitários, equipamentos, alvejamento de roupas, etc. A base de hipoclorito de sódio.";"https://static.wixstatic.com/media/8469f3_23e05ba210dd4815a5f5909a4034e450~mv2.png"
